Kode,Tekst
DB172,Akut hepatitis E
DB178,Anden akut viral hepatitis
DB179,Akut viral hepatitis UNS
DB18,Kronisk viral leverbetændelse
DB180,Kronisk viral hepatitis B med Delta agens
DB181,Kronisk viral hepatitis B uden Delta agens
DB182,Kronisk viral hepatitis C
DB188,Anden kronisk viral hepatitis
DB189,Kronisk viral hepatitis UNS
DB19,Viral leverbetændelse uden nærmere specificering
DB190,Viral hepatitis UNS med leverkoma
DB199,Viral hepatitis UNS uden leverkoma
,Human immundefekt virus (HIV) sygdom [DB20-DB24]
DB20,Humant immundefekt-virus (HIV) sygdom medførende infektiøse og parasitære sygdomme
DB200,HIV-sygdom med mykobakteriel infektion
DB200A,HIV-sygdom med tuberkulose
DB201,HIV-sygdom med andre bakterielle sygdomme
DB202,HIV-sygdom med cytomegalovirus sygdom
DB203,HIV-sygdom med andre virus infektioner
DB204,HIV-sygdom med candidiasis
DB205,HIV-sygdom med andre svampeinfektioner
DB206,HIV-sygdom med Pneumocystis jirovecii pneumoni
DB207,HIV-sygdom med multiple infektioner
DB208,HIV-sygdom med andre infektiøse og parasitære sygdomme
DB209,HIV-sygdom med infektiøs eller parasitær sygdom UNS
DB22,Humant immundefekt-virus (HIV) sygdom med andre specificerede sygdomme
DB220,HIV-encefalopati
DB220A,HIV-demens
DB221,HIV-lymfoid interstitiel pneumonitis
DB222,HIV-wasting syndrome
DB227,HIV-sygdom med multiple sygdomme klassificeret andetsteds
DB23,Andre tilstande ved HIV-sygdom
DB230,Akut HIV-sygdom
DB231,HIV-sygdom med (persisterende) generaliseret lymfadenopati
DB232,HIV-sygdom med hæmatologiske og immunologiske forandringer IKA
DB238,Anden eller ikke specificeret symptomatisk HIV-sygdom
DB238A,HIV-associeret lipodystrofisyndrom (HALS)
DB24,HIV-sygdom og AIDS uden nærmere specificering
DB249,AIDS UNS
,Andre virale sygdomme [DB25-DB34]
DB25,Cytomegalovirale sygdomme
DB250,Cytomegalovirus-pneumoni
DB251,Cytomegalovirus-hepatitis
DB252,Cytomegalovirus-pankreatitis
DB258,Anden sygdom forårsaget af cytomegalovirus
DB259,Cytomegaloviral sygdom UNS
DB26,Fåresyge
DB260,Fåresygeorkitis
DB261,Fåresygemeningitis
DB262,Fåresygeencephalitis
DB263,Fåresygepankreatitis
DB268,Fåresyge med anden komplikation
DB269,Fåresyge uden komplikationer
DB27,Mononukleose
DB270,Mononukleose forårsaget af Epstein-Barr virus
DB271,Mononukleose forårsaget af cytomegalovirus
DB278,Anden infektiøs mononukleose
DB279,Mononukleose UNS
DB30,Viral konjunktivitis
DB300,Keratokonjunktivitis forårsaget af adenovirus
DB301,Konjunktivitis forårsaget af adenovirus
DB301A,Akut follikulær konjunktivitis forårsaget af adenovirus
DB301B,Svømmebassin-konjunktivitis
DB302,Viral faryngokonjunktivitis
DB303,Akut epidemisk hæmoragisk konjunktivitis
DB303A,Konjunktivitis forårsaget af coxsackievirus type 24
DB303B,Konjunktivitis forårsaget af enterovirus type 70
DB303C,Akut hæmoragisk konjunktivitis UNS
DB308,Anden viral konjunktivitis
DB308A,Konjunktivitis forårsaget af Newcastle-virus
DB309,Viral konjunktivitis UNS
DB33,Andre virussygdomme IKA
DB330,Epidemisk myalgi
DB331,Ross River-sygdom
DB332,Viruskarditis
DB333,Retrovirus-infektion IKA
DB334,Hantavirus med (kardio-)pulmonalt syndrom
DB338,Anden virussygdom
DB34,Virussygdom uden angivelse af lokalisation
DB340,Adenovirus-infektion uden angivelse af lokalisation
DB341,Enterovirus-infektion uden angivelse af lokalisation
DB341A,Coxsackievirus-infektion UNS
DB341B,Echovirus-infektion UNS
DB342,Coronavirus-infektion uden angivelse af lokalisation
DB342A,COVID-19-infektion uden angivelse af lokalisation
DB343,Parvovirus-infektion uden angivelse af lokalisation
DB344,Papovavirus-infektion uden angivelse af lokalisation
DB348,Anden virusinfektion uden angivelse af lokalisation
DB349,Virusinfektion UNS
DB349A,Viræmi UNS
,Svampesygdomme [DB35-DB49]
DB35,Hudsvamp
DB350,Svampesygdom i hovedbunden eller skægregionen
DB350A,Tinea capitis
DB350B,Tinea barbae
DB350C,Kerion
DB351,Neglesvamp
DB352,Håndsvamp
DB353,Fodsvamp
DB354,Svampesygdom på kroppen
DB354A,Dermatophytosis perigenitalis
DB355,Tinea imbricata
DB356,Svampesygdom på benet
DB356B,Dermatophytosis inguinalis
DB358,Anden form for dermatofytose
DB358A,Dermatophytosis disseminata
DB358B,Favus
DB359,Dermatofytose UNS
DB36,Andre overfladiske svampeinfektioner
DB360,Pityriasis versicolor
DB361,Tinea nigra
DB362,Hvid piedra
DB363,Sort piedra
DB368,Anden overfladisk svampeinfektion
DB368A,Pityrosporum folliculitis
DB369,Overfladisk svampeinfektion UNS
DB37,Infektion med Candida albicans
DB370,Candidiasis i mundhule
DB370A,Trøske
DB371,Candidiasis i lunge
DB372,Candidiasis i hud og negle
DB372A,Candidiasis cutis
DB372B,Candidiasis unguinis
DB373,Candidiasis i vulva og vagina
DB373A,Candidiasis-vaginitis
DB373B,Candidiasis-vulvitis
DB373C,Candidiasis-vulvovaginitis
DB374,Urogenital candidiasis med anden lokalisation
DB375,Candidiasis-meningitis
DB376,Candidiasis-endokarditis
DB377,Candidiasis-sepsis
DB378,Candidiasis med anden lokalisation
DB378A,Candidiasis-keilitis
DB378B,Candidiasis-enteritis
DB378C,Candidiasis-øsofagitis
DB379,Candidiasis UNS
DB38,Coccidioidomykose
DB380,Akut pulmonal coccidioidomykose
DB381,Kronisk pulmonal coccidioidomykose
DB382,Pulmonal coccidioidomykose UNS
DB383,Kutan coccidioidomykose
DB384,Coccidioido-meningitis
DB387,Dissemineret coccidioidomykose
DB388,Anden form for coccidioidomykose
DB389,Coccidioidomykose UNS
DB39,Histoplasmose
DB390,Akut pulmonal Histoplasmosis capsulati
DB391,Kronisk pulmonal Histoplasmosis capsulati
DB392,Pulmonal Histoplasmosis capsulati UNS
DB393,Dissemineret Histoplasmosis capsulati
DB394,Histoplasmosis capsulati UNS
DB395,Histoplasmosis duboisii
DB399,Histoplasmose UNS
DB40,Blastomykose
DB400,Akut pulmonal blastomykose
DB401,Kronisk pulmonal blastomykose
DB402,Pulmonal blastomykose UNS
DB403,Kutan blastomykose
DB407,Dissemineret blastomykose
DB408,Anden form for blastomykose
DB409,Blastomykose UNS
DB41,Paracoccidioidomykose
DB410,Pulmonal paracoccidioidomykose
DB411,Dissemineret paracoccidioidomykose
DB418,Anden form for paracoccidioidomykose
DB419,Paracoccidioidomykose UNS
DB42,Sporotrikose
DB420,Pulmonal sporotrikose
DB421,Lymfokutan sporotrikose
DB427,Dissemineret sporotrikose
DB428,Anden form for sporotrikose
DB429,Sporotrikose UNS
DB43,Kromomykose og fæomykotisk absces
DB430,Kutan kromomykose
DB431,Fæomykotisk hjerneabsces
DB432,Subkutan fæomykotisk absces
DB438,Anden form for kromomykose
DB439,Kromomykose UNS
DB44,Aspergillose
DB440,Invasiv pulmonal aspergillose
DB441,Anden pulmonal aspergillose
DB441A,Pulmonalt aspergillom
DB441B,Trakeobronkial aspergillose
DB442,Tonsillær aspergillose
DB447,Dissemineret aspergillose
DB448,Anden form for aspergillose
DB448A,Kolonisering med aspergillus
DB448B,Ekstern otitis ved aspergillose
DB449,Aspergillosis UNS
DB45,Kryptokokkose
DB450,Pulmonal kryptokokkose
DB451,Cerebral kryptokokkose
DB451B,Meningocerebral kryptokokkose
DB452,Kutan kryptokokkose
DB453,Ossøs kryptokokkose
DB457,Dissemineret kryptokokkose
DB458,Anden form for kryptokokkose
DB459,Kryptokokkose UNS
DB46,Zygomykose
DB460,Pulmonal mukormykose
DB461,Rinocerebral mukormykose
DB462,Gastrointestinal mukormykose
DB463,Kutan mukormykose
DB463A,Subkutan mukormykose
DB464,Dissemineret mukormykose
DB465,Mukormykose UNS
DB468,Anden form for zygomykose
DB468A,Entomophthoromykose
DB469,Zygomykose UNS
DB469B,Fykomykose UNS
DB47,Mycetoma
DB470,Eumycetom
DB471,Aktinomycetom
DB479,Mycetoma UNS
DB48,Andre mykoser IKA
DB480,Lobomykose
DB481,Rinosporidiose
DB482,Allescheriasis
DB483,Geotrikose
DB484,Penicillose
DB485,Pneumocystose
DB487,Opportunistisk mykose
DB488,Anden mykose
DB49,Ikke nærmere specificerede mykoser
DB499,Mykose UNS
DB499A,Fungæmi UNS
,Protozosygdomme [DB50-DB64]
DB50,Plasmodium falciparum-malaria
DB500,Plasmodium falciparum-malaria med cerebrale komplikationer
DB500A,Cerebral malaria UNS
DB508,Anden alvorlig eller kompliceret Plasmodium falciparum-malaria
DB509,Plasmodium falciparum-malaria uden komplikationer
DB51,Plasmodium vivax-malaria
DB510,Plasmodium vivax-malaria med miltruptur
DB518,Plasmodium vivax-malaria med anden komplikation
DB519,Plasmodium vivax-malaria uden komplikationer
DB52,Plasmodium malariae-malaria
DB520,Plasmodium malariae-malaria med nefropati
DB528,Plasmodium malariae-malaria med anden komplikation
DB529,Plasmodium malariae-malaria uden komplikationer
DB53,Anden parasitologisk verificeret malaria
DB530,Plasmodium ovale-malaria
DB531,Malaria forårsaget af abe-plasmodier
DB538,Anden parasitologisk verificeret malaria IKA
DB538A,Parasitologisk verificeret malaria UNS
DB54,Malaria uden nærmere specificering
DB549,"Klinisk malaria, ikke parasitologisk verificeret"
DB55,Leishmaniasis
DB550,Visceral leishmaniasis
DB551,Kutan leishmaniasis
DB552,Mukokutan leishmaniasis
DB559,Leishmaniasis UNS
DB56,Afrikansk sovesyge
DB560,Vestafrikansk sovesyge
DB561,Østafrikansk sovesyge
DB569,Afrikansk sovesyge UNS
DB57,Chagas' sygdom
DB570,Akut Chagas' sygdom med hjertekomplikationer
DB571,Akut Chagas' sygdom uden hjertekomplikationer
DB572,Kronisk Chagas' sygdom med hjertekomplikationer
DB572A,"Trypanosomiasis UNS i område, hvor Chagas' sygdom forekommer"
DB573,Kronisk Chagas' sygdom med gastrointestinale komplikationer
DB574,Chagas' sygdom med neurologiske komplikationer
DB575,Chagas' sygdom med anden komplikation
DB579,Chagas' sygdom UNS
DB58,Toksoplasmose
DB580,Toksoplasmose i øje
DB581,Hepatitis ved toksoplasmose
DB582,Meningoencephalitis ved toksoplasmose
DB583,Pulmonal toksoplasmose
DB588,Toksoplasmose med anden lokalisation IKA
DB589,Toksoplasmose UNS
DB60,Andre sygdomme forårsaget af protozoer IKA
DB600,Babesiose
DB600A,Piroplasmose
DB601,Acanthamoebiasis
DB602,Naegleriasis
DB608,Anden sygdom forårsaget af protozoer
DB608A,Mikrosporidiose
DB64,Sygdomme forårsaget af protozoer UNS
DB649,Sygdom forårsaget af protozoer UNS
,Ormesygdomme [DB65-DB83]
DB65,Skistosomiasis
DB650,Skistosomiasis forårsaget af Schistosoma haematobium
DB651,Skistosomiasis forårsaget af Schistosoma mansoni
DB652,Skistosomiasis forårsaget af Schistosoma japonicum
DB653,Dermatitis cercaria
DB658,Anden type skistosomiasis
DB659,Skistosomiasis UNS
DB66,Andre ikte-infektioner
DB660,Opisthorchiasis
DB661,Clonorchiasis
DB662,Dicrocoeliasis
DB663,Fascioliasis
DB664,Paragonimiasis
DB665,Fasciolopsiasis
DB668,Anden ikte-infektion
DB669,Ikte-infektion UNS
DB67,Ekinokokkose
DB670,Infektion med Echinococcus granulosus i leveren
DB671,Infektion med Echinococcus granulosus i lunge
DB672,Infektion med Echinococcus granulosus i knogle
DB673,Infektion med Echinococcus granulosus med anden eller multiple lokalisationer
DB674,Infektion med Echinococcus granulosus UNS
DB675,Infektion med Echinococcus multilocularis i leveren
DB676,Infektion med Echinococcus multilocularis med anden eller multiple lokalisationer
DB677,Infektion med Echinococcus multilocularis UNS
DB678,Ekinokokinfektion i leveren UNS
DB679,Anden eller ikke specificeret ekinokokinfektion
DB68,Infektion med bændelorm
DB680,Taeniasis forårsaget af Taenia solium
DB681,Taeniasis forårsaget af Taenia saginata
DB689,Taeniasis UNS
DB69,Cysticerkose
DB690,Cysticerkose i centralnervesystemet
DB691,Cysticerkose i øje
DB698,Cysticerkose med anden lokalisation
DB699,Cysticerkose UNS
DB70,Diphyllobothriasis og sparganosis
DB700,Diphyllobothriasis
DB701,Sparganosis
DB71,Andre bændelormeinfestationer
DB710,Hymenolepiasis
DB711,Dipylidiasis
DB718,Anden bændelormeinfestation
DB719,Infestation med bændelorm UNS
DB72,Dracunculiasis
DB729,Dracunculiasis UNS
DB73,Onchocerciasis
DB739,Onchocerkose UNS
DB74,Filariose
DB740,Wuchereria bancrofti filariasis
DB741,Brugia malayi filariasis
DB742,Brugia timori filariasis
DB743,Loa loa filariasis
DB744,Mansonelliasis
DB748,Anden filariose
DB748B,Dirofilariose
DB749,Filariose UNS
DB75,Trikinose
DB759,Trikinose UNS
DB76,Infestation med hageorm
DB760,Ancylostomiasis
DB761,Infestation med Necator americanus
DB768,Anden form for infestation med hageorm
DB769,Infestation med hageorm UNS
DB769A,Larva migrans cutanea UNS
DB77,Askariose
DB770,Intestinal ascariasis
DB778,Ascariasis med anden komplikation
DB779,Ascariasis UNS
DB78,Strongyloidose
DB780,Intestinal strongyloidiasis
DB781,Kutan strongyloidiasis
DB787,Dissemineret strongyloidiasis
DB789,Strongyloidiasis UNS
DB79,Infektion med piskeorm
DB799,Infektion med piskeorm UNS
DB80,Infektion med børneorm
DB809,Infektion med børneorm UNS
DB81,Andre intestinale ormeinfestationer IKA
DB810,Anisakiasis
DB811,Intestinal capillariasis
DB812,Trichostrongyliasis
DB813,Intestinal angiostrongyliasis
DB814,Blandet intestinal ormeinfestation
DB818,Anden intestinal ormeinfestation
DB82,Intestinale infestationer med parasitter uden nærmere specificering
DB820,Intestinal ormesygdom UNS
DB829,Intestinal infestation med parasitter UNS
DB83,Andre ormesygdomme
DB830,Larva migrans visceralis
DB830A,Toxocariasis
DB831,Gnathostomiasis
DB832,Angiostrongyliasis forårsaget af Parastrongylus cantonensis
DB833,Syngamiasis
DB834,Intern infestation med igler
DB838,Anden ormesygdom
DB839,Ormesygdom UNS
,"Infestationer med lus, mider og andre ektoparasitter [DB85-DB89]"
DB85,Infestation med lus
DB850,Infestation med hovedlus
DB851,Infestation med kropslus
DB852,Infestation med lus UNS
DB853,Infestation med fladlus
DB854,Blandingsinfestation med lus
DB86,Fnat
DB869,Scabies UNS
DB869A,Scabies crustosa
DB869B,Persisterende noduli ved scabies
DB87,Myiasis
DB870,Kutan myiasis
DB871,Myiasis i sår
DB872,Okulær myiasis
DB873,Nasofaryngeal myiasis
DB874,Myiasis i øre
DB878,Myiasis med anden lokalisation
DB879,Myiasis UNS
DB88,Andre infestationer med leddyr
DB880,Anden sygdom fremkaldt af mider
DB881,Infestation med sandlopper
DB882,Infestation med andet leddyr
DB883,Ekstern infestation med igler
DB888,Anden infestation med leddyr
DB888A,Cheyletiella-infestation
DB888B,Infestation med væggelus
DB888C,Infestation med lopper
DB888D,Infestation med hårsækmider
DB889,Infestation med leddyr UNS
DB89,Sygdom forårsaget af parasit UNS
DB899,Parasitær sygdom UNS
DB899A,Parasitæmi UNS
,Følgetilstande efter infektiøse og parasitære sygdomme [DB90-DB94]
DB90,Følger efter tuberkulose
DB900,Følger efter tuberkulose i centralnervesystemet
DB901,Følger efter tuberkulose i urin- og kønsorganer
DB902,Følger efter tuberkulose i knogler og led
DB908,Følger efter tuberkulose i andet organ
DB909,Følger efter tuberkulose i åndedrætsorgan og uden angivelse af lokalisation
DB91,Følger efter polio
DB919,Følger efter poliomyelitis
DB92,Følger efter spedalskhed
DB929,Følger efter lepra
DB94,Følger efter andre infektiøse og parasitære sygdomme
DB940,Følger efter trakom
DB941,Følger efter viral hjernebetændelse
DB942,Følger efter viral leverbetændelse
DB948,Følger efter anden infektiøs eller parasitær sygdom
DB948A,Følger efter COVID-19
DB949,Følger efter infektiøs eller parasitær sygdom UNS
,"Bakterielle, virale og andre infektiøse agentia [DB95-DB98]"
DB95,Streptokokker og stafylokokker som årsag til sygdom
DB950,"Streptokokker, gruppe A, som årsag til sygdom"
DB951,"Streptokokker, gruppe B, som årsag til sygdom"
DB952,"Streptokokker, gruppe D, som årsag til sygdom"
DB953,Pneumokokker som årsag til sygdom
DB954,Anden streptokok som årsag til sygdom
DB955,Streptokokker UNS som årsag til sygdom
DB956,Staphylococcus aureus som årsag til sygdom
DB956A,Staphylococcus aureus methicillin resistent (MRSA)
DB957,Anden stafylokok som årsag til sygdom
DB958,Stafylokok UNS som årsag til sygdom
DB96,Andre bakterier som årsag til sygdom
DB960,Mycoplasma pneumoniae som årsag til sygdom
DB961,Klebsiella pneumoniae om årsag til sygdom
DB962,Escherichia coli som årsag til sygdom
DB963,Haemophilus influenzae som årsag til sygdom
DB964,Proteus som årsag til sygdom
DB965,Pseudomonas som årsag til sygdom
DB966,Bacillus fragilis som årsag til sygdom
DB967,Clostridium perfringens som årsag til sygdom
DB968,Anden bakterie som årsag til sygdom
DB97,Virus som årsag til sygdom
DB970,Adenovirus som årsag til sygdom
DB971,Enterovirus som årsag til sygdom
DB972,Coronavirus som årsag til sygdom
DB972A,COVID-19 svær akut respiratorisk syndrom
DB972B,Multisystem inflammatorisk syndrom associeret med COVID-19
DB972B1,Multisystem Inflammatory Syndrome in Children (MIS-C)
DB973,Retrovirus som årsag til sygdom
DB974,Respiratorisk syncytialvirus (RS-virus) som årsag til sygdom
DB975,Reovirus som årsag til sygdom
DB976,Parvovirus som årsag til sygdom
DB977,Papillomavirus som årsag til sygdom
DB978,Anden virus som årsag til sygdom
DB98,Andre infektiøse agentia som årsag til sygdom
DB980,Helicobacter pylori som årsag til sygdom
DB981,Vibrio vulnificus som årsag til sygdom
,Andre infektionssygdomme [DB99-DB99]
DB99,Andre eller ikke nærmere specificerede infektiøse sygdomme
DB999,Anden eller ikke specificeret infektionssygdom
,Kap. II: Neoplasmer [DC00-DD48]
,Kræftsygdomme [DC00-DC99]
,"Kræft i læber, mundhule og svælg [DC00-DC14]"
DC00,Læbekræft
DC000,Kræft i overlæbens yderside
DC001,Kræft i underlæbens yderside
DC002,Kræft i læbens yderside UNS
DC003,Kræft i overlæbens slimhinde
DC004,Kræft i underlæbens slimhinde
DC005,Kræft i læbens slimhinde UNS
DC006,Kræft i mundvig
DC008,Kræft i læbe overgribende flere lokalisationer
DC009,Læbekræft UNS
DC01,Kræft i basis af tunge
DC019,Kræft i tungebasis
DC02,Kræft i andre og ikke specificerede dele af tungen
DC020,Kræft i tungens overside
DC021,Kræft i tungeranden
DC021A,Kræft i tungespidsen
DC022,Kræft i tungens underside
DC022A,Kræft i tungebåndet
DC023,Kræft i tungens forreste to tredjedele UNS
DC024,Kræft i tonsilla lingualis
DC028,Kræft i tungen overgribende flere lokalisationer
DC029,Tungekræft UNS
DC03,Kræft i tandkødet
DC030,Kræft i tandkødet i overmunden
DC031,Kræft i tandkødet i undermunden
DC039,Kræft i tandkødet UNS
DC04,Kræft i mundgulvet
DC040,Kræft i mundgulvets forreste del
DC041,Kræft i mundgulvets laterale del
DC048,Kræft i mundgulvet overgribende flere lokalisationer
DC049,Kræft i mundgulvet UNS
DC05,Kræft i ganen
DC050,Kræft i den hårde gane
DC051,Kræft i den bløde gane
DC052,Kræft i drøbelen
DC058,Kræft i ganen overgribende flere lokalisationer
DC059,Ganekræft UNS
DC06,Kræft i andre og ikke specificerede dele af mundhulen
DC060,Kræft i kindens slimhinde
DC061,Kræft i vestibulum oris
DC062,Kræft i slimhinden bag kindtænderne
DC068,Kræft i mundhulen overgribende flere lokalisationer
DC069,Kræft i mundhulen UNS
DC07,Kræft i ørespytkirtel
DC079,Kræft i ørespytkirtel
DC08,Kræft i andre og ikke specificerede store spytkirtler
DC080,Kræft i glandula submandibularis
DC081,Kræft i glandula sublingualis
DC088,Kræft i stor spytkirtel overgribende flere lokalisationer
DC089,Kræft i stor spytkirtel UNS
