Kode,Tekst
MA16AX,div. midler til fordøjelsesorganer og stofskifte
MA16AX01,tiotinsyre
MA16AX02,anetholtrithion
MA16AX03,natriumphenylbutyrat
MA16AX04,nitisinon
MA16AX05,zinkacetat
MA16AX06,miglustat
MA16AX07,sapropterin
MA16AX08,teduglutid
MA16AX09,glycerolphenylbutyrat
MA16AX10,eliglustat
MA16AX11,natriumbenzoat
MA16AX12,trientin
MA16AX13,uridintriacetat
MA16AX14,migalastat
MA16AX15,telotristat
MA16AX16,givosiran
MA16AX17,triheptanoin
MA16AX18,lumasiran
MA16AX19,fosdenopterin
MA16AX20,lonafarnib
MA16AX21,elivaldogene autotemcel
MA16AX22,tiomolibdinsyre
MA16AX30,natriumbenzoat og natriumphenylacetat
MB,Blod og bloddannende organer
MB01,antithrombosemidler
MB01A,antithrombosemidler
MB01AA,vitamin k antagonister
MB01AA01,dicoumarol
MB01AA02,phenindion
MB01AA03,warfarin
MB01AA04,phenprocoumon
MB01AA07,acenocoumarol
MB01AA08,ethyl biscoumacetat
MB01AA09,clorindion
MB01AA10,diphenadion
MB01AA11,tioclomarol
MB01AA12,fluindion
MB01AB,heparin-gruppen
MB01AB01,heparin
MB01AB02,antithrombin
MB01AB04,dalteparin
MB01AB05,enoxaparin
MB01AB06,nadroparin
MB01AB07,parnaparin
MB01AB08,reviparin
MB01AB09,danaparoid
MB01AB10,tinzaparin
MB01AB11,sulodexid
MB01AB12,bemiparin
MB01AB51,"heparin, kombinationer"
MB01AC,blodplade-aggregationshæmmere excl. heparin
MB01AC01,ditazol
MB01AC02,cloricromen
MB01AC03,picotamid
MB01AC04,clopidogrel
MB01AC05,ticlopidin
MB01AC06,acetylsalicylsyre
MB01AC07,dipyridamol
MB01AC08,carbasalat calcium
MB01AC09,epoprostenol
MB01AC10,indobufen
MB01AC11,iloprost
MB01AC13,abciximab
MB01AC15,aloxiprin
MB01AC16,eptifibatid
MB01AC17,tirofiban
MB01AC18,triflusal
MB01AC19,beraprost
MB01AC21,treprostinil
MB01AC22,prasugrel
MB01AC23,cilostazol
MB01AC24,ticagrelor
MB01AC25,cangrelor
MB01AC26,vorapaxar
MB01AC27,selexipag
MB01AC30,kombinationer
MB01AC56,"acetylsalicylsyre, kombinationer med protonpumpeinhibitorer"
MB01AD,enzymer
MB01AD01,streptokinase
MB01AD02,alteplase
MB01AD03,anistreplase
MB01AD04,urokinase
MB01AD05,fibrinolysin
MB01AD06,brinase
MB01AD07,reteplase
MB01AD08,saruplase
MB01AD09,ancrod
MB01AD10,drotrecogin alfa (aktiveret)
MB01AD11,tenecteplase
MB01AD12,protein C
MB01AE,direkte virkende thrombin-inhibitorer
MB01AE01,desirudin
MB01AE02,lepirudin
MB01AE03,argatroban
MB01AE04,melagatran
MB01AE05,ximelagatran
MB01AE06,bivalirudin
MB01AE07,dabigatranetexilat
MB01AF,direkte faktor xa-hæmmere
MB01AF01,rivaroxaban
MB01AF02,apixaban
MB01AF03,edoxaban
MB01AF04,betrixaban
MB01AX,andre antithrombosemidler
MB01AX01,defibrotid
MB01AX04,dermatansulfat
MB01AX05,fondaparinux
MB01AX07,caplacizumab
MB02,haemostatica
MB02A,antifibrinolytica
MB02AA,aminosyrer
MB02AA01,aminocapronsyre
MB02AA02,tranexamsyre
MB02AA03,aminomethylbenzoesyre
MB02AB,proteinase hæmmere
MB02AB01,aprotinin
MB02AB02,alfa1 antitrypsin
MB02AB04,camostat
MB02AB05,ulinastatin
MB02B,vitamin K og andre haemostatica
MB02BA,vitamin K
MB02BA01,phytomenadion
MB02BA02,menadion
MB02BB,fibrinogen
MB02BB01,human fibrinogen
MB02BC,haemostatica til lokal brug
MB02BC01,absorberbar gelatinesvamp
MB02BC02,oxideret cellulose
MB02BC03,tetragalacturonsyre hydroxymethylester
MB02BC05,adrenalon
MB02BC06,thrombin
MB02BC07,collagen
MB02BC08,calciumalginat
MB02BC09,adrenalin
MB02BC30,kombinationer
MB02BD,blodkoagulationsfaktorer
MB02BD01,"koagulationsfaktor IX, II, VII og X i kombination"
MB02BD02,koagulationsfaktor VIII
MB02BD03,faktor VIII-hæmmer passerende koagulationsfaktor
MB02BD04,koagulationsfaktor IX
MB02BD05,koagulationsfaktor VII
MB02BD06,von Willebrand faktor og koag.faktor VIII i komb.
MB02BD07,koagulationsfaktor XIII
MB02BD08,koagulationsfaktor VIIa
MB02BD10,von Willebrand faktor
MB02BD11,catridecacog
MB02BD13,koagulationsfaktor X
MB02BD14,susoctocog alfa
MB02BD30,thrombin
MB02BX,andre systemiske haemostatica
MB02BX01,etamsylat
MB02BX02,carbazochrom
MB02BX03,batroxobin
MB02BX04,romiplostim
MB02BX05,eltrombopag
MB02BX06,emicizumab
MB02BX07,lusutrombopag
MB02BX08,avatrombopag
MB02BX09,fostamatinib
MB03,midler mod anæmi
MB03A,jernpræparater
MB03AA,"jern(II), orale midler"
MB03AA01,ferroglycinsulfat
MB03AA02,ferrofumarat
MB03AA03,ferrogluconat
MB03AA04,ferrocarbonat
MB03AA05,ferrochlorid
MB03AA06,ferrosuccinat
MB03AA07,ferrosulfat
MB03AA08,ferrotartrat
MB03AA09,ferroaspartat
MB03AA10,ferroascorbat
MB03AA11,ferroiodid
MB03AA12,ferronatriumcitrat
MB03AB,"jern(III), orale midler"
MB03AB01,ferrinatriumcitrat
MB03AB02,ferrioxidsaccharat
MB03AB03,natriumfer-edetat
MB03AB04,ferrihydroxid
MB03AB05,ferrioxid-polymaltosekomplekser
MB03AB07,chondroitinsulfat-jern komplex
MB03AB08,ferriacetyltransferrin
MB03AB09,ferriproteinsuccinylat
MB03AB10,ferrimaltol
MB03AC,"jern, parenterale midler"
MB03AD,jern i kombination med folsyre
MB03AD01,ferroaminosyrekompleks og folsyre
MB03AD02,ferrofumarat og folsyre
MB03AD03,ferrosulfat og folsyre
MB03AD04,ferrioxid-polymaltosekomplekser og folsyre
MB03AD05,ferrogluconat og folsyre
MB03AE,jern i andre kombinationer
MB03AE01,"jern, vitamin B12 og folsyre"
MB03AE02,"jern, multivitaminer og folsyre"
MB03AE03,jern og multivitaminer
MB03AE04,"jern, multivitaminer og mineraler"
MB03AE10,diverse kombinationer
MB03B,vitamin B12 og folsyre
MB03BA,vitamin B12 (cyanocobalamin og derivater)
MB03BA01,cyanocobalamin
MB03BA02,cyanocobalamin-tannin-komplex
MB03BA03,hydroxocobalamin
MB03BA04,cobamamid
MB03BA05,mecobalamin
MB03BA51,"cyanocobalamin, kombinationer"
MB03BA53,"hydroxocobalamin, komb."
MB03BB,folsyre og derivater
MB03BB01,folsyre
MB03BB51,"folsyre, kombinationer"
MB03X,andre midler mod anæmi
MB03XA,andre midler mod anæmi
MB03XA01,erythropoietin
MB03XA02,darbepoetin alfa
MB03XA03,methoxypolyethylenglycol-epoetin beta
MB03XA04,peginesatid
MB03XA05,roxadustat
MB03XA06,luspatercept
MB03XA07,daprodustat
MB03XA08,vadadustat
MB05,blodsubstitutter og perfusionsvæsker
MB05A,blod og beslægtede produkter
MB05AA,blodsubstitutter og plasmaprotein-fraktioner
MB05AA01,albumin
MB05AA02,andre plasmaprotein-fraktioner
MB05AA03,fluorocarbon blodsubstitutter
MB05AA05,dextran
MB05AA06,gelatineforbindelser
MB05AA07,hydroxyethylstivelse
MB05AA08,hæmoglobin-crosfumaril
MB05AA09,hæmoglobin raffimer
MB05AA10,hæmoglobin glutamer (bovin)
MB05AX,andre blodprodukter
MB05AX01,erythrocytter
MB05AX02,thrombocytter
MB05AX03,blodplasma
MB05AX04,stamceller fra navlesnorsblod
MB05B,infusionsvæsker
MB05BA,opløsninger til parenteral ernæring
MB05BA01,aminosyrer
MB05BA02,fedtemulsioner
MB05BA03,kulhydrater
MB05BA04,proteinhydrolysater
MB05BA10,kombinationer
MB05BB,opløsninger med virkning på elektrolytbalancen
MB05BB01,elektrolytter
MB05BB02,elektrolytter med kulhydrater
MB05BB03,trometamol
MB05BB04,elektrolytter i komb. med andre stoffer
MB05BC,opløsninger til osmotisk diurese
MB05BC01,mannitol
MB05BC02,carbamid
MB05C,skyllevæsker
MB05CA,antiinfectiva
MB05CA01,cetylpyridin
MB05CA02,chlorhexidin
MB05CA03,nitrofural
MB05CA04,sulfamethizol
MB05CA05,taurolidin
MB05CA06,mandelsyre
MB05CA07,noxytiolin
MB05CA08,ethacridinlactat
MB05CA09,neomycin
MB05CA10,kombinationer (skyllevæsker)
MB05CB,saltopløsninger
MB05CB01,natriumchlorid
MB05CB02,natriumcitrat
MB05CB03,magnesiumcitrat
MB05CB04,natriumhydrogencarbonat
MB05CB10,kombinationer (saltopløsninger)
MB05CX,andre skyllevæsker
MB05CX01,glucose
MB05CX02,sorbitol
MB05CX03,glycin
MB05CX04,mannitol
MB05CX10,kombinationer (andre skyllevæsker)
MB05D,peritonealdialysevæsker
MB05DA,isotoniske opløsninger
MB05DB,hypertoniske opløsninger
MB05X,infusionskoncentrater
MB05XA,elektrolyt-opløsninger
MB05XA01,kaliumchlorid
MB05XA02,natriumhydrogencarbonat
MB05XA03,natriumchlorid
MB05XA04,ammoniumchlorid
MB05XA05,magnesiumsulfat
MB05XA06,"kaliumphosphat, incl. komb. m. andre kaliumsalte"
MB05XA07,calciumchlorid
MB05XA08,natriumacetat
MB05XA09,natriumphosphat
MB05XA10,magnesiumphosphat
MB05XA11,magnesiumchlorid
MB05XA12,zinkchlorid
MB05XA13,saltsyre
MB05XA14,natriumglycerophosphat
MB05XA15,kaliumlactat
MB05XA16,kardioplegi-opløsninger
MB05XA17,kaliumacetat
MB05XA18,zinksulfat
MB05XA30,kombinationer af elektrolytter
MB05XA31,elektrolytter i komb. med andre stoffer
MB05XB,aminosyrer
MB05XB01,argininchlorid
MB05XB02,alanylglutamin
MB05XB03,lysin
MB05XC,vitaminer
MB05XX,andre infusionskoncentrater
MB05XX02,trometamol
MB05Z,hæmodialysevæsker og hæmofiltrater
MB05ZA,hæmodialysekoncentrater
MB05ZB,hæmofiltrater
MB06,andre hæmatologiske midler
MB06A,andre hæmatologiske midler
MB06AA,enzymer
MB06AA02,fibrinolysin og desoxyribonuclease
MB06AA03,hyaluronidase
MB06AA04,chymotrypsin
MB06AA07,trypsin
MB06AA10,desoxyribonuclease
MB06AA55,"streptokinase, kombinationer"
MB06AB,hæmprodukter
MB06AB01,hæmin
MB06AC,midler til arvelig angioødem
MB06AC01,"C1-inhibitor, fra plasma"
MB06AC02,icatibant
MB06AC03,ecallantid
MB06AC04,conestat alfa
MB06AC05,lanadelumab
MB06AC06,berotralstat
MB06AX,andre hæmatologiske midler
MB06AX01,crizanlizumab
MB06AX02,betibeglogen autotemcel
MB06AX03,voxelotor
MB06AX04,mitapivat
MC,Kardiovaskulære system
MC01,hjerteterapi
MC01A,hjerteglycosider
MC01AA,digitalis-glycosider
MC01AA01,acetyldigitoxin
MC01AA02,acetyldigoxin
MC01AA03,digitalisblad
MC01AA04,digitoxin
MC01AA05,digoxin
MC01AA06,lanatosid C
MC01AA07,deslanosid
MC01AA08,metildigoxin
MC01AA09,gitoformat
MC01AA52,"acetyldigoxin, komb."
MC01AB,scilla-glycosider
MC01AB01,proscillaridin
MC01AB51,"proscillaridin, kombinationer"
MC01AC,strophantus-glycosider
MC01AC01,g-strophanthin
MC01AC03,cymarin
MC01AX,andre hjerteglycosider
MC01AX02,peruvosid
MC01B,"anti-arytmica, klasse I og III"
MC01BA,"anti-arytmica, klasse I a"
MC01BA01,quinidin
MC01BA02,procainamid
MC01BA03,disopyramid
MC01BA04,spartein
MC01BA05,ajmalin
MC01BA08,prajmalin
MC01BA12,lorajmin
MC01BA13,hydroquinidin
MC01BA51,"quinidin, kombinationer"
MC01BA71,"quinidin, kombination med psycholeptica"
MC01BB,"anti-arytmica, klasse I b"
MC01BB01,lidocain
MC01BB02,mexiletin
MC01BB03,tocainid
MC01BB04,aprindin
MC01BC,"antiarytmica, klasse I c"
MC01BC03,propafenon
MC01BC04,flecainid
MC01BC07,lorcainid
MC01BC08,encainid
MC01BC09,ethacizin
MC01BD,"anti-arhytmica, klasse III"
MC01BD01,amiodaron
MC01BD02,bretyliumtosilat
MC01BD03,bunaftin
MC01BD04,dofetilid
MC01BD05,ibutilid
MC01BD06,tedisamil
MC01BD07,dronedaron
MC01BG,"andre anti-arytmica, klasse I og III"
MC01BG01,moracizin
MC01BG07,cibenzolin
MC01BG11,vernakalant
MC01C,hjertestimulerende midler excl. hjerteglycosider
MC01CA,adrenerge og dopaminerge midler
MC01CA01,etilefrin
MC01CA02,isoprenalin
MC01CA03,noradrenalin
MC01CA04,dopamin
MC01CA05,norfenefrin
MC01CA06,phenylephrin
MC01CA07,dobutamin
MC01CA08,oxedrin
MC01CA09,metaraminol
MC01CA10,methoxamin
MC01CA11,mephentermin
MC01CA12,dimetofrin
MC01CA13,prenalterol
MC01CA14,dopexamin
MC01CA15,gepefrin
MC01CA16,ibopamin
MC01CA17,midodrin
MC01CA18,octopamin
MC01CA19,fenoldopam
MC01CA21,cafedrin
MC01CA22,arbutamin
MC01CA23,theodrenalin
MC01CA24,adrenalin
MC01CA25,amezinium metilsulfat
MC01CA26,efedrin
MC01CA27,droxidopa
MC01CA30,kombinationer
MC01CA51,"etilefrin, komb."
MC01CE,phosphodiesterase hæmmere
MC01CE01,amrinon
MC01CE02,milrinon
MC01CE03,enoximon
MC01CE04,bucladesin
MC01CX,andre hjertestimulerende midler
MC01CX06,angiotensinamid
MC01CX07,xamoterol
MC01CX08,levosimendan
MC01CX09,angiotensin II
MC01D,vasodilatorer anvendt ved hjertesygdomme
MC01DA,organiske nitrater
MC01DA02,glyceryltrinitrat
MC01DA04,methylpropylpropandioldinitrat
MC01DA05,pentaerithrityltetranitrat
MC01DA07,propatylnitrat
MC01DA08,isosorbiddinitrat
MC01DA09,trolnitrat
MC01DA13,erithrityltetranitrat
MC01DA14,isosorbidmononitrat
MC01DA20,organiske nitrater i kombinationer
MC01DA38,tenitramin
MC01DA52,"glyceryltrinitrat, kombinationer"
MC01DA54,"methylpropylpropandioldinitrat, kombinationer"
MC01DA55,"pentaerithrityltetranitrat, kombinationer"
MC01DA57,"propatylnitrat, kombinationer"
MC01DA58,"isosorbidedinitrat, kombinationer"
MC01DA59,"trolnitrat, kombinationer"
MC01DA63,"erithrityltetranitrat, kombinationer"
MC01DA70,kombinationer med psycholeptica
MC01DB,quinolon-vasodilatorer
MC01DB01,flosequinan
MC01DX,andre vasodilatorer anvendt ved hjertesygdom
MC01DX01,itramintosilat
MC01DX02,prenylamin
MC01DX03,oxyfedrin
MC01DX04,benziodaron
MC01DX05,carbocromen
MC01DX06,hexobendin
MC01DX07,etafenon
MC01DX08,heptaminol
MC01DX09,imolamin
MC01DX10,dilazep
MC01DX11,trapidil
MC01DX12,molsidomin
MC01DX13,efloxat
MC01DX14,cinepazet
MC01DX15,cloridarol
MC01DX16,nicorandil
MC01DX18,linsidomin
MC01DX19,nesiritid
MC01DX21,serelaxin
MC01DX22,vericiguat
MC01DX51,"itramintosilat, kombinationspræparater"
MC01DX52,"prenylamin, kombinationspræparater"
MC01DX53,"oxyfedrin, kombinationspræparater"
MC01DX54,"benziodaron, kombinationpræparater"
MC01E,andre midler til hjerteterapi
MC01EA,prostaglandiner
MC01EA01,alprostadil
MC01EB,andre hjertemidler
MC01EB02,campher
MC01EB03,indometacin
MC01EB04,crataegus-glycosider
MC01EB05,creatinolphosphat
MC01EB06,fosfocreatin
MC01EB07,"fructose 1,6-diphosphat"
MC01EB09,ubidecarenon
MC01EB10,adenosin
MC01EB11,tiracizin
MC01EB13,acadesin
MC01EB15,trimetazidin
MC01EB16,ibuprofen
MC01EB17,ivabradin
MC01EB18,ranolazin
MC01EB21,regadenoson
MC01EB22,meldonium
MC01EB23,tiazotinsyre
MC01EB24,mavacamten
MC01EX,"andre hjertemidler, kombinationer"
MC02,antihypertensiva
MC02A,"antiadrenerge midler, centralt virkende"
MC02AA,rauwolfia-alkaloider
MC02AA01,rescinnamin
MC02AA02,reserpin
MC02AA03,rauwolfia alkaloider i blanding
MC02AA04,"rauwolfia alkaloider, hele roden"
MC02AA05,deserpidin
MC02AA06,methoserpidin
MC02AA07,bietaserpin
MC02AA52,"reserpin, kombinationspræparater"
MC02AA53,"rauwolfia alkaloider i blanding, kombinationspræp."
MC02AA57,"bietaserpin, kombinationspræparater"
MC02AB,methyldopa
MC02AB01,methyldopa (L-form)
MC02AB02,methyldopa (racemisk)
MC02AC,imidazolin-receptor agonister
MC02AC01,clonidin
MC02AC02,guanfacin
MC02AC04,tolonidin
MC02AC05,moxonidin
MC02AC06,rilmenidin
MC02B,"antiadrenerge midler, ganglie-blokerende"
MC02BA,sulfonium-derivater
MC02BA01,trimetaphan
MC02BB,sekundære og tertiære aminer
MC02BB01,mecamylamin
MC02BC,bis-kvaternære ammonium-forbindelser
MC02C,"antiadrenerge midler, perifert virkende"
MC02CA,alfa-adrenoceptor blokerende midler
MC02CA01,prazosin
MC02CA02,indoramin
MC02CA03,trimazosin
MC02CA04,doxazosin
MC02CA06,urapidil
MC02CC,guanidin-derivater
MC02CC01,betanidin
MC02CC02,guanethidin
MC02CC03,guanoxan
MC02CC04,debrisoquin
MC02CC05,guanoclor
MC02CC06,guanazodin
MC02CC07,guanoxabenz
MC02D,"arteriolær glat muskulatur, midler m. virkn. på"
MC02DA,thiazid-derivater
MC02DA01,diazoxid
MC02DB,hydrazinophthalazin-derivater
MC02DB01,dihydralazin
MC02DB02,hydralazin
MC02DB03,endralazin
MC02DB04,cadralazin
MC02DC,pyrimidin-derivater
MC02DC01,minoxidil
MC02DD,nitroferricyanid-derivater
MC02DD01,nitroprussid
MC02DG,guanidin-derivater
MC02DG01,pinacidil
MC02K,andre antihypertensiva
MC02KA,"alkaloider, excl. rauwolfia"
MC02KA01,veratrum
MC02KB,tyrosin-hydroxylase hæmmere
MC02KB01,metirosin
MC02KC,mao-hæmmere
MC02KC01,pargylin
MC02KD,serotonin-antagonister
MC02KD01,ketanserin
MC02KX,antihypertensiva til pulmonal arteriel hypertension
MC02KX01,bosentan
MC02KX02,ambrisentan
MC02KX03,sitaxentan
MC02KX04,macitentan
MC02KX05,riociguat
MC02KX52,ambrisentan og tadalafil
MC02KX54,macitentan og tadalafil
MC02L,antihypertensiva og diuretica i kombination
MC02LA,rauwolfia alkaloider og diuretica i kombination
MC02LA01,reserpin og diuretica
MC02LA02,rescinnamin og diuretica
MC02LA03,deserpidin og diuretica
MC02LA04,methoserpidin og diuretica
MC02LA07,bietaserpin og diuretica
MC02LA08,rauwolfia alkaloider (hele roden) og diuretica
MC02LA09,syrosingopin og diuretica
MC02LA50,komb. af rauwolfia alkaloider og diuretica incl andre kombinationer
MC02LA51,reserpin og diuretica incl andre kombinationer
MC02LA52,rescinnamin og diuretica incl andre kombinationer
MC02LA71,reserpin og diuretica incl komb.m. psycholeptica
MC02LB,methyldopa og diuretica i kombination
MC02LB01,methyldopa (venstredrejende) og diuretica
MC02LC,imidazolinreceptor-agonister i komb.m. diuretica
MC02LC01,clonidin og diuretica
MC02LC05,moxonidin og diuretica
MC02LC51,clonidin og diuretica incl andre kombinationer
MC02LE,alfa-adrenoceptor blokerende midler og diuretica
MC02LE01,prazosin og diuretica
MC02LF,guanidin-derivater og diuretica
MC02LF01,guanethidin og diuretica
MC02LG,hydrazinophthalazin derivater og diuretica
MC02LG01,dihydralazin og diuretica
MC02LG02,hydralazin og diuretica
MC02LG03,picodralazin og diuretica
MC02LG51,"dihydralazin og diuretica, komb.m. andre lægem."
MC02LG73,"picodralazin og diuretica, komb.m. psycholeptica"
MC02LK,"alkaloider, excl rauwolfia, i komb. m. diuretica"
MC02LK01,veratrum og diuretica
MC02LL,mao-hæmmere og diuretica
MC02LL01,pargylin og diuretica
MC02LN,serotonin-antagonister og diuretica
MC02LX,andre antihypertensiva og diuretica
MC02LX01,pinacidil og diuretica
MC02N,kombinationer af antihypertensiva i atc-gr. C02
MC03,diuretica
MC03A,"low-ceiling diuretica, thiazider"
MC03AA,"thiazider, usammensatte præparater"
MC03AA01,bendroflumethiazid
MC03AA02,hydroflumethiazid
MC03AA03,hydrochlorthiazid
MC03AA04,chlorthiazid
MC03AA05,polythiazid
MC03AA06,trichlormethiazid
MC03AA07,cyclopenthiazid
MC03AA08,methyclothiazid
MC03AA09,cyclothiazid
MC03AA13,mebutizid
MC03AB,thiazider og kalium i kombination
MC03AB01,bendroflumethiazid og kalium
MC03AB02,hydroflumethiazid og kalium
MC03AB03,hydrochlorthiazid og kalium
MC03AB04,chlorthiazid og kalium
MC03AB05,polythiazid og kalium
MC03AB06,trichlormethiazid og kalium
MC03AB07,cyclopenthiazid og kalium
MC03AB08,methyclothiazid og kalium
MC03AB09,cyclothiazid og kalium
MC03AH,"thiazider,komb.m.psycholeptica og/eller analgetica"
MC03AH01,"chlorthiazid, kombinationspræparater"
MC03AH02,"hydroflumethiazid, kombinationer"
MC03AX,"thiazider, komb. med andre stoffer"
MC03AX01,"hydrochlorthiazid, kombinationer"
MC03B,"low-ceiling diuretica, excl. thiazider"
MC03BA,"sulfonamider, usammensatte"
MC03BA02,quinethazon
MC03BA03,clopamid
MC03BA04,chlortalidon
MC03BA05,mefrusid
MC03BA07,clofenamid
MC03BA08,metolazon
MC03BA09,meticran
MC03BA10,xipamid
MC03BA11,indapamid
MC03BA12,clorexolon
MC03BA13,fenquizon
MC03BA82,"clorexolon, komb. med psycholeptica"
MC03BB,sulfonamider og kalium i kombination
MC03BB02,quinethazon og kalium
MC03BB03,clopamid og kalium
MC03BB04,chlortalidon og kalium
MC03BB05,mefrusid og kalium
MC03BB07,clofenamid og kalium
MC03BC,kviksølvholdige diuretica
MC03BC01,mersalyl
MC03BD,xanthin-derivater
MC03BD01,theobromin
MC03BK,"sulfonamider, komb. med andre stoffer"
MC03BX,andre low-ceiling diuretica
MC03BX03,cicletanin
MC03C,high-ceiling diuretica
MC03CA,"sulfonamider, usammensatte"
MC03CA01,furosemid
MC03CA02,bumetanid
MC03CA03,piretanid
MC03CA04,torasemid
MC03CB,sulfonamider og kalium i kombination
MC03CB01,furosemid og kalium
MC03CB02,bumetanid og kalium
MC03CC,aryloxyeddikesyre-derivater
MC03CC01,etacrynsyre
MC03CC02,tienilinsyre
MC03CD,pyrazolon-derivater
MC03CD01,muzolimin
MC03CX,andre high-ceiling diuretica
MC03CX01,etozolin
MC03D,aldosteronantagonister og andre kaliumbesparende midler
MC03DA,aldosteron-antagonister
MC03DA01,spironolacton
MC03DA02,kaliumcanrenoat
MC03DA03,canrenon
MC03DA04,eplerenon
MC03DA05,finerenon
MC03DB,andre kaliumbesparende midler
MC03DB01,amilorid
MC03DB02,triamteren
MC03E,diuretica og kaliumbesparende midler i komb.
MC03EA,low-ceiling diuretica og kaliumbesparende midler
MC03EA01,hydrochlorthiazid og kaliumbesparende midler
MC03EA02,trichlormethiazid og kaliumbesparende midler
MC03EA03,epitizid og kaliumbesparende midler
MC03EA04,altizid og kaliumbesparende midler
MC03EA05,mebutizid og kaliumbesparende midler
MC03EA06,chlortalidon og kaliumbesparende midler
MC03EA07,cyclopenthiazid og kaliumbesparende midler
MC03EA12,metolazon og kaliumbesparende midler
MC03EA13,bendroflumethiazid og kaliumbesparende midler
MC03EA14,butizid og kaliumbesparende midler
MC03EB,high-ceiling diuretica og kaliumbesparende midler
MC03EB01,furosemid og kaliumbesparende midler
MC03EB02,bumetanid og kaliumbesparende midler
MC03X,andre diuretika
MC03XA,vasopressin antagonister
MC03XA01,tolvaptan
MC03XA02,conivaptan
MC04,perifere vasodilatorer
MC04A,perifere vasodilatorer
MC04AA,2-amino-1-phenylethanol derivater
MC04AA01,isoxsuprin
MC04AA02,buphenin
MC04AA31,bamethan
MC04AB,imidazolin-derivater
MC04AB01,phentolamin
MC04AB02,tolazolin
MC04AC,nicotinsyre og derivater
MC04AC01,nicotinsyre
MC04AC02,nicotinylalkohol (pyridylcarbinol)
MC04AC03,inositolnicotinat
MC04AC07,ciclonicat
MC04AD,purin-derivater
MC04AD01,pentifyllin
MC04AD02,xantinolnicotinat
MC04AD03,pentoxifyllin
MC04AD04,etofyllinnicotinat
MC04AE,sekale-alkaloider
MC04AE01,ergoloid-mesylater
MC04AE02,nicergolin
MC04AE04,dihydroergocristin
MC04AE51,"ergoloid-mesylater, kombinationer"
MC04AE54,"dihydroergocristin, kombinationer"
MC04AF,enzymer
MC04AF01,kallidinogenase
MC04AX,andre perifere vasodilatorer
MC04AX01,cyclandelat
MC04AX02,phenoxybenzamin
MC04AX06,betahistin
MC04AX07,vincamin
MC04AX09,cinnarizin
MC04AX10,moxisylyt
MC04AX11,bencyclan
MC04AX17,vinburmin
MC04AX19,sulcotidil
MC04AX20,buflomedil
MC04AX21,naftidrofuryl
MC04AX22,flunarizin
MC04AX23,butalamin
MC04AX24,visnadin
MC04AX26,cetiedil
MC04AX27,cinepazid
MC04AX28,ifenprodil
